nSimulations;Vega_MC;Vega_BS;Relative_Error
755000;-0.0894361;37.524;1.00238
756000;0.270203;37.524;0.992799
757000;-1.44322;37.524;1.03846
758000;0.304758;37.524;0.991878
759000;0.00311886;37.524;0.999917
760000;-0.0637555;37.524;1.0017
761000;-0.0113995;37.524;1.0003
762000;-0.0467665;37.524;1.00125
763000;0.0550129;37.524;0.998534
764000;-0.0902165;37.524;1.0024
765000;-0.0199801;37.524;1.00053
766000;-0.180925;37.524;1.00482
767000;0.00227836;37.524;0.999939
768000;-0.033255;37.524;1.00089
769000;-0.0494872;37.524;1.00132
770000;-0.0337609;37.524;1.0009
771000;-0.292596;37.524;1.0078
772000;-0.190886;37.524;1.00509
773000;-0.536714;37.524;1.0143
774000;-0.00518028;37.524;1.00014
775000;-0.00132528;37.524;1.00004
776000;-0.00233198;37.524;1.00006
777000;0.0720968;37.524;0.998079
778000;-0.0148584;37.524;1.0004
779000;-0.1275;37.524;1.0034
780000;-0.104276;37.524;1.00278
781000;-0.278385;37.524;1.00742
782000;-0.0678876;37.524;1.00181
783000;-0.0327346;37.524;1.00087
784000;-6.10476;37.524;1.16269
785000;-0.0021491;37.524;1.00006
786000;-0.149843;37.524;1.00399
787000;-0.0174272;37.524;1.00046
788000;-0.0390676;37.524;1.00104
789000;0.0482825;37.524;0.998713
790000;-0.015976;37.524;1.00043
791000;-0.0408931;37.524;1.00109
792000;-0.0324412;37.524;1.00086
793000;0.289536;37.524;0.992284
794000;-0.0402143;37.524;1.00107
795000;-2.63099;37.524;1.07011
796000;-0.0463171;37.524;1.00123
797000;-2.74271;37.524;1.07309
798000;0.0361559;37.524;0.999036
799000;-0.0489363;37.524;1.0013
800000;-0.0839799;37.524;1.00224
801000;-0.0648712;37.524;1.00173
802000;-0.101904;37.524;1.00272
803000;-7.71737;37.524;1.20566
804000;-0.00173912;37.524;1.00005
805000;0.196815;37.524;0.994755
806000;-0.0173918;37.524;1.00046
807000;-0.232026;37.524;1.00618
808000;0.00543692;37.524;0.999855
809000;0.0364394;37.524;0.999029
810000;-0.232386;37.524;1.00619
811000;-0.032177;37.524;1.00086
812000;-3.48027;37.524;1.09275
813000;-0.0149037;37.524;1.0004
814000;-0.081052;37.524;1.00216
815000;-0.205368;37.524;1.00547
816000;-30.8496;37.524;1.82213
817000;0.193979;37.524;0.994831
818000;-0.0488396;37.524;1.0013
819000;-0.106001;37.524;1.00282
820000;0.0143409;37.524;0.999618
821000;-0.208727;37.524;1.00556
822000;0.647438;37.524;0.982746
823000;-0.0274666;37.524;1.00073
824000;-0.00817066;37.524;1.00022
825000;-0.0677005;37.524;1.0018
826000;-0.0403346;37.524;1.00107
827000;0.731725;37.524;0.9805
828000;-0.049267;37.524;1.00131
829000;-0.570621;37.524;1.01521
830000;-0.108393;37.524;1.00289
831000;-0.0120041;37.524;1.00032
832000;0.148443;37.524;0.996044
833000;-0.0478093;37.524;1.00127
834000;-0.0673517;37.524;1.00179
835000;-0.020879;37.524;1.00056
836000;0.0207775;37.524;0.999446
837000;-0.03276;37.524;1.00087
838000;-0.0590995;37.524;1.00157
839000;-0.0164367;37.524;1.00044
840000;-0.064076;37.524;1.00171
841000;0.133262;37.524;0.996449
842000;0.0561418;37.524;0.998504
843000;-1.93049;37.524;1.05145
844000;-0.0458229;37.524;1.00122
845000;-0.22142;37.524;1.0059
846000;-0.0746545;37.524;1.00199
847000;-0.0295634;37.524;1.00079
848000;-0.0373853;37.524;1.001
849000;-0.0272136;37.524;1.00073
850000;-0.0693142;37.524;1.00185
851000;-0.711956;37.524;1.01897
852000;-0.0127657;37.524;1.00034
853000;-0.0167102;37.524;1.00045
854000;-0.132302;37.524;1.00353
855000;-0.0588995;37.524;1.00157
856000;-0.110922;37.524;1.00296
857000;-0.246009;37.524;1.00656
858000;-0.0117361;37.524;1.00031
859000;-0.254969;37.524;1.00679
860000;-0.0467645;37.524;1.00125
861000;0.657899;37.524;0.982467
862000;-0.0646813;37.524;1.00172
863000;-1.97222;37.524;1.05256
864000;-0.086463;37.524;1.0023
865000;-0.0256285;37.524;1.00068
866000;-0.037092;37.524;1.00099
867000;-0.222754;37.524;1.00594
868000;0.236887;37.524;0.993687
869000;-0.0371826;37.524;1.00099
870000;-0.113822;37.524;1.00303
871000;-0.0325734;37.524;1.00087
872000;-0.0269078;37.524;1.00072
873000;-0.0268281;37.524;1.00071
874000;0.0489736;37.524;0.998695
875000;-1.05302;37.524;1.02806
876000;-0.080235;37.524;1.00214
877000;-0.819966;37.524;1.02185
878000;-0.0551765;37.524;1.00147
879000;-0.179962;37.524;1.0048
880000;-0.0145662;37.524;1.00039
881000;0.0761776;37.524;0.99797
882000;0.149824;37.524;0.996007
883000;0.288785;37.524;0.992304
884000;-0.474081;37.524;1.01263
885000;-1.174;37.524;1.03129
886000;-0.0463933;37.524;1.00124
887000;-1.02028;37.524;1.02719
888000;-0.084313;37.524;1.00225
889000;-0.892656;37.524;1.02379
890000;0.0151597;37.524;0.999596
891000;-3.89285;37.524;1.10374
892000;0.0704655;37.524;0.998122
893000;0.413636;37.524;0.988977
894000;-0.0319157;37.524;1.00085
895000;-0.0250198;37.524;1.00067
896000;0.0435653;37.524;0.998839
897000;-0.0600611;37.524;1.0016
898000;-27.1909;37.524;1.72463
899000;0.00664743;37.524;0.999823
900000;-1.17962;37.524;1.03144
901000;-0.11653;37.524;1.00311
902000;0.0512823;37.524;0.998633
903000;-0.508203;37.524;1.01354
904000;-0.0579693;37.524;1.00154
905000;-0.180379;37.524;1.00481
906000;-0.759703;37.524;1.02025
907000;0.0347343;37.524;0.999074
908000;-0.0141352;37.524;1.00038
909000;0.144954;37.524;0.996137
910000;-0.130062;37.524;1.00347
911000;0.0184629;37.524;0.999508
912000;-0.0455094;37.524;1.00121
913000;-0.247185;37.524;1.00659
914000;-0.281805;37.524;1.00751
915000;-0.019753;37.524;1.00053
916000;0.0735669;37.524;0.998039
917000;0.00236258;37.524;0.999937
918000;-0.766981;37.524;1.02044
919000;0.00541492;37.524;0.999856
920000;-0.0785142;37.524;1.00209
921000;0.0450764;37.524;0.998799
922000;-0.0466138;37.524;1.00124
923000;0.165866;37.524;0.99558
924000;-0.0129598;37.524;1.00035
925000;0.0495944;37.524;0.998678
926000;-0.0617268;37.524;1.00164
927000;0.0326579;37.524;0.99913
928000;-0.388148;37.524;1.01034
929000;-0.176299;37.524;1.0047
930000;0.0221789;37.524;0.999409
931000;-0.0844717;37.524;1.00225
932000;-0.0339334;37.524;1.0009
933000;-0.427975;37.524;1.01141
934000;0.197675;37.524;0.994732
935000;-0.00179418;37.524;1.00005
936000;0.156083;37.524;0.99584
937000;-0.353;37.524;1.00941
938000;-0.016746;37.524;1.00045
939000;-0.457364;37.524;1.01219
940000;-0.130335;37.524;1.00347
941000;0.0111893;37.524;0.999702
942000;-0.0121053;37.524;1.00032
943000;-0.00228111;37.524;1.00006
944000;-0.177616;37.524;1.00473
945000;0.172952;37.524;0.995391
946000;0.377701;37.524;0.989934
947000;1.62236;37.524;0.956765
948000;-1.26019;37.524;1.03358
949000;-0.0801672;37.524;1.00214
950000;-0.0456675;37.524;1.00122
951000;-0.0128411;37.524;1.00034
952000;-17.3864;37.524;1.46334
953000;-0.68867;37.524;1.01835
954000;-80.0079;37.524;3.13218
955000;-0.771315;37.524;1.02056
956000;-0.0450117;37.524;1.0012
957000;0.454228;37.524;0.987895
958000;-0.0125967;37.524;1.00034
959000;-0.00791473;37.524;1.00021
960000;-0.0472668;37.524;1.00126
961000;-0.130706;37.524;1.00348
962000;0.0716298;37.524;0.998091
963000;-0.00392654;37.524;1.0001
964000;-0.0464312;37.524;1.00124
965000;-0.166462;37.524;1.00444
966000;0.062986;37.524;0.998321
967000;-1.39972;37.524;1.0373
968000;-0.00585224;37.524;1.00016
969000;-0.0291944;37.524;1.00078
970000;-0.0555051;37.524;1.00148
971000;-0.535438;37.524;1.01427
972000;-0.0571593;37.524;1.00152
973000;-0.282267;37.524;1.00752
974000;-0.203544;37.524;1.00542
975000;-0.0439573;37.524;1.00117
976000;-0.0861203;37.524;1.0023
977000;-0.0775629;37.524;1.00207
978000;-0.031735;37.524;1.00085
979000;0.0143729;37.524;0.999617
980000;0.0105054;37.524;0.99972
981000;0.0953701;37.524;0.997458
982000;-5.114;37.524;1.13629
983000;-0.0981555;37.524;1.00262
984000;-0.0237689;37.524;1.00063
985000;-0.0940356;37.524;1.00251
986000;0.0723298;37.524;0.998072
987000;-0.429538;37.524;1.01145
988000;-0.0214367;37.524;1.00057
989000;-0.249786;37.524;1.00666
990000;-0.00818056;37.524;1.00022
991000;-0.0127633;37.524;1.00034
992000;13.931;37.524;0.628746
993000;-911.328;37.524;25.2865
994000;-0.105169;37.524;1.0028
995000;5.32027;37.524;0.858217
996000;-0.45239;37.524;1.01206
997000;0.00377547;37.524;0.999899
998000;0.0735763;37.524;0.998039
999000;0.297484;37.524;0.992072
1000000;0.0766918;37.524;0.997956
