nSimulations;Vega_Antithetic;Vega_BS;Relative_Error
743000;-0.0519285;37.524;1.00138
744000;-0.149454;37.524;1.00398
745000;-0.927818;37.524;1.02473
746000;-0.82981;37.524;1.02211
747000;-2.52646;37.524;1.06733
748000;-0.0158522;37.524;1.00042
749000;-0.0385426;37.524;1.00103
750000;-0.173889;37.524;1.00463
751000;-0.024587;37.524;1.00066
752000;-0.0112861;37.524;1.0003
753000;-0.012645;37.524;1.00034
754000;-0.00897732;37.524;1.00024
755000;-0.106878;37.524;1.00285
756000;-0.037077;37.524;1.00099
757000;-0.0889491;37.524;1.00237
758000;-0.664703;37.524;1.01771
759000;-0.200364;37.524;1.00534
760000;-0.0414553;37.524;1.0011
761000;-0.0430407;37.524;1.00115
762000;-0.0421646;37.524;1.00112
763000;-0.0167788;37.524;1.00045
764000;-0.0131801;37.524;1.00035
765000;-0.124235;37.524;1.00331
766000;-0.658754;37.524;1.01756
767000;-0.0435049;37.524;1.00116
768000;-0.342145;37.524;1.00912
769000;-0.0543846;37.524;1.00145
770000;-0.137925;37.524;1.00368
771000;-0.01331;37.524;1.00035
772000;-0.0204459;37.524;1.00054
773000;-0.0162722;37.524;1.00043
774000;-0.0889462;37.524;1.00237
775000;-0.396682;37.524;1.01057
776000;-0.0325325;37.524;1.00087
777000;-0.0233232;37.524;1.00062
778000;-1.4283;37.524;1.03806
779000;-0.675089;37.524;1.01799
780000;-0.404631;37.524;1.01078
781000;-0.0239761;37.524;1.00064
782000;-0.0118003;37.524;1.00031
783000;-0.0514189;37.524;1.00137
784000;-0.0105668;37.524;1.00028
785000;-0.147029;37.524;1.00392
786000;-0.0257381;37.524;1.00069
787000;-0.0339217;37.524;1.0009
788000;-0.114106;37.524;1.00304
789000;-0.0415689;37.524;1.00111
790000;-0.0472402;37.524;1.00126
791000;-0.047213;37.524;1.00126
792000;-0.00848206;37.524;1.00023
793000;-0.0770123;37.524;1.00205
794000;-0.0179885;37.524;1.00048
795000;-0.0845025;37.524;1.00225
796000;-0.00883232;37.524;1.00024
797000;-0.0313876;37.524;1.00084
798000;-0.165223;37.524;1.0044
799000;-0.037883;37.524;1.00101
800000;-0.0516933;37.524;1.00138
801000;-0.0592639;37.524;1.00158
802000;-0.0727573;37.524;1.00194
803000;-0.0341735;37.524;1.00091
804000;-0.146104;37.524;1.00389
805000;-0.00951354;37.524;1.00025
806000;-0.0142846;37.524;1.00038
807000;-0.0443986;37.524;1.00118
808000;-1.43626;37.524;1.03828
809000;-0.0180405;37.524;1.00048
810000;-0.0300516;37.524;1.0008
811000;-0.032806;37.524;1.00087
812000;-0.0497302;37.524;1.00133
813000;-0.0331102;37.524;1.00088
814000;-0.0168491;37.524;1.00045
815000;-0.0369694;37.524;1.00099
816000;-5.23665;37.524;1.13955
817000;-0.0387106;37.524;1.00103
818000;-0.449173;37.524;1.01197
819000;-3.20309;37.524;1.08536
820000;-0.0220457;37.524;1.00059
821000;-0.0332208;37.524;1.00089
822000;-0.0146449;37.524;1.00039
823000;-0.0825258;37.524;1.0022
824000;-0.077163;37.524;1.00206
825000;-0.061211;37.524;1.00163
826000;-0.0106834;37.524;1.00028
827000;-0.022304;37.524;1.00059
828000;-0.0490334;37.524;1.00131
829000;-0.139463;37.524;1.00372
830000;-0.103262;37.524;1.00275
831000;-2.10343;37.524;1.05606
832000;-0.100266;37.524;1.00267
833000;-0.00766129;37.524;1.0002
834000;-0.0339311;37.524;1.0009
835000;-0.0141194;37.524;1.00038
836000;-0.0972468;37.524;1.00259
837000;-0.0763375;37.524;1.00203
838000;-1.46789;37.524;1.03912
839000;-0.0103842;37.524;1.00028
840000;-0.0605414;37.524;1.00161
841000;-0.0568281;37.524;1.00151
842000;-0.26331;37.524;1.00702
843000;-0.020525;37.524;1.00055
844000;-0.16067;37.524;1.00428
845000;-0.0544215;37.524;1.00145
846000;-19.4229;37.524;1.51761
847000;-0.0147742;37.524;1.00039
848000;-0.138274;37.524;1.00368
849000;-0.0203497;37.524;1.00054
850000;-0.0115465;37.524;1.00031
851000;-0.038002;37.524;1.00101
852000;-0.0503147;37.524;1.00134
853000;-0.0836665;37.524;1.00223
854000;-0.0214694;37.524;1.00057
855000;-0.0150066;37.524;1.0004
856000;-0.0136719;37.524;1.00036
857000;-0.0353363;37.524;1.00094
858000;-0.150451;37.524;1.00401
859000;-0.0537858;37.524;1.00143
860000;-0.11982;37.524;1.00319
861000;-0.321187;37.524;1.00856
862000;-0.0129066;37.524;1.00034
863000;-0.166594;37.524;1.00444
864000;-0.117813;37.524;1.00314
865000;-0.0562424;37.524;1.0015
866000;-0.251063;37.524;1.00669
867000;-0.0476003;37.524;1.00127
868000;-0.476849;37.524;1.01271
869000;-0.135726;37.524;1.00362
870000;-0.047307;37.524;1.00126
871000;-0.0151409;37.524;1.0004
872000;-0.0345299;37.524;1.00092
873000;-0.0642822;37.524;1.00171
874000;-0.0197898;37.524;1.00053
875000;-0.174374;37.524;1.00465
876000;-0.188579;37.524;1.00503
877000;-7.67051;37.524;1.20442
878000;-0.0484957;37.524;1.00129
879000;-0.05321;37.524;1.00142
880000;-0.0249626;37.524;1.00067
881000;-0.0960448;37.524;1.00256
882000;-0.0535514;37.524;1.00143
883000;-0.0201236;37.524;1.00054
884000;-0.024143;37.524;1.00064
885000;-0.751611;37.524;1.02003
886000;-0.314217;37.524;1.00837
887000;-0.0462758;37.524;1.00123
888000;-0.19825;37.524;1.00528
889000;-0.0382149;37.524;1.00102
890000;-0.0541052;37.524;1.00144
891000;-0.0134477;37.524;1.00036
892000;-0.0798036;37.524;1.00213
893000;-0.0565534;37.524;1.00151
894000;-0.346152;37.524;1.00922
895000;-0.0347075;37.524;1.00092
896000;-0.0369301;37.524;1.00098
897000;-0.049968;37.524;1.00133
898000;-0.194691;37.524;1.00519
899000;-0.0456132;37.524;1.00122
900000;-0.0161922;37.524;1.00043
901000;-0.0929984;37.524;1.00248
902000;-0.131052;37.524;1.00349
903000;-0.0535139;37.524;1.00143
904000;-0.0617059;37.524;1.00164
905000;-0.0341179;37.524;1.00091
906000;-0.0195218;37.524;1.00052
907000;-0.0136125;37.524;1.00036
908000;-0.0429949;37.524;1.00115
909000;-0.652484;37.524;1.01739
910000;-0.032131;37.524;1.00086
911000;-3.51242;37.524;1.0936
912000;-0.0676848;37.524;1.0018
913000;-0.0327624;37.524;1.00087
914000;-0.00940998;37.524;1.00025
915000;-0.0936754;37.524;1.0025
916000;-0.0385819;37.524;1.00103
917000;-0.0132467;37.524;1.00035
918000;-0.0247588;37.524;1.00066
919000;-0.319812;37.524;1.00852
920000;-0.139845;37.524;1.00373
921000;-0.0289771;37.524;1.00077
922000;-0.0452633;37.524;1.00121
923000;-0.0439917;37.524;1.00117
924000;-0.981265;37.524;1.02615
925000;-0.0293171;37.524;1.00078
926000;-0.0574277;37.524;1.00153
927000;-0.0177937;37.524;1.00047
928000;-0.0266382;37.524;1.00071
929000;-0.202607;37.524;1.0054
930000;-0.23592;37.524;1.00629
931000;-0.0142851;37.524;1.00038
932000;-0.913869;37.524;1.02435
933000;-0.109602;37.524;1.00292
934000;-0.454362;37.524;1.01211
935000;-0.0575173;37.524;1.00153
936000;-0.0157076;37.524;1.00042
937000;-0.108782;37.524;1.0029
938000;-0.0247537;37.524;1.00066
939000;-0.0152566;37.524;1.00041
940000;-0.0169313;37.524;1.00045
941000;-0.126186;37.524;1.00336
942000;-0.0219089;37.524;1.00058
943000;-0.0847063;37.524;1.00226
944000;-0.0694925;37.524;1.00185
945000;-0.0279889;37.524;1.00075
946000;-0.0149942;37.524;1.0004
947000;-0.182429;37.524;1.00486
948000;-0.0371666;37.524;1.00099
949000;-0.0297112;37.524;1.00079
950000;-0.0542403;37.524;1.00145
951000;-0.199715;37.524;1.00532
952000;-0.0892843;37.524;1.00238
953000;-0.0422976;37.524;1.00113
954000;-0.115672;37.524;1.00308
955000;-0.0558397;37.524;1.00149
956000;-0.0243644;37.524;1.00065
957000;-0.0549076;37.524;1.00146
958000;-0.0171695;37.524;1.00046
959000;-0.270972;37.524;1.00722
960000;-0.0261892;37.524;1.0007
961000;-0.38153;37.524;1.01017
962000;-0.0260493;37.524;1.00069
963000;-0.245703;37.524;1.00655
964000;-0.0290084;37.524;1.00077
965000;-28.3781;37.524;1.75626
966000;-0.0456686;37.524;1.00122
967000;-0.0214493;37.524;1.00057
968000;-0.0667988;37.524;1.00178
969000;-0.030576;37.524;1.00081
970000;-0.0429243;37.524;1.00114
971000;-0.0299045;37.524;1.0008
972000;-1.11444;37.524;1.0297
973000;-0.0361357;37.524;1.00096
974000;-0.0349512;37.524;1.00093
975000;-0.15602;37.524;1.00416
976000;-0.0312347;37.524;1.00083
977000;-0.0835656;37.524;1.00223
978000;-0.0464957;37.524;1.00124
979000;-0.180501;37.524;1.00481
980000;-0.267764;37.524;1.00714
981000;-0.0415289;37.524;1.00111
982000;-0.0156995;37.524;1.00042
983000;-0.0412283;37.524;1.0011
984000;-0.569944;37.524;1.01519
985000;-0.254446;37.524;1.00678
986000;-0.0228244;37.524;1.00061
987000;-0.332384;37.524;1.00886
988000;-0.052132;37.524;1.00139
989000;-0.0289721;37.524;1.00077
990000;-0.0589167;37.524;1.00157
991000;-1.34277;37.524;1.03578
992000;-0.0484253;37.524;1.00129
993000;-0.144229;37.524;1.00384
994000;-0.0417286;37.524;1.00111
995000;-0.0357882;37.524;1.00095
996000;-0.0856632;37.524;1.00228
997000;-0.0222664;37.524;1.00059
998000;-0.108043;37.524;1.00288
999000;-0.0886799;37.524;1.00236
1000000;-0.0563893;37.524;1.0015
